Intermediate,Pair,Parent_1,Parent_2
C[NH+](C)CCOC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C3CC3)ccc1N[C@H]2c1ccccc1,144,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,C[NH+](C)CCOC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,144,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,C[NH+](C)CCOC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C3CC3)ccc1N[C@H]2c1ccccc1,145,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C3CC3)cc(F)c1N[C@H]2c1ccccc1,145,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C3CC3)cc(F)c1N[C@H]2c1ccccc1,145,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,145,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,145,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccccc1,145,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC(=O)NCC[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH2+]CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C3CC3)ccc1N[C@H]2c1ccccc1,146,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,C[NH2+]CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,146,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,C[NH2+]CCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1
Cc1ccc(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)c2cc(C4CC4)ccc2N[C@H]3c2ccccc2)cc1,147,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccccc1,147,C[NH2+]C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C3CC3)=CC=C1N[C@H]2C1=CC=CC=C1,CC1=CC=C(C(=O)N(CC[NH3+])C[C@H]2CC[C@@H]3[C@H](O2)C2=CC(C(F)(F)F)=CC=C2N[C@H]3C2=CC=CC=C2)C=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccc(F)c1)N2,148,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)cc1)N2,148,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,148,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
Oc1ccc([C@@H]2Nc3ccc(Cl)cc3[C@H]3OCCC[C@H]32)cc1F,148,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
Fc1cccc([C@@H]2Nc3ccc(Cl)cc3[C@H]3OCCC[C@H]32)c1,148,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
Oc1ccc([C@@H]2Nc3ccc(Cl)cc3[C@H]3OCCC[C@H]32)cc1,148,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,ClC1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CCCO[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)c(F)c1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH+](C)CCCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(O)c(F)c1,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1O[C@@H](CNS(=O)(=O)CCC[NH+](C)C)CC[C@H]1[C@H](c1ccc(O)c(F)c1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccc(F)c1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccc(F)c1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH+](C)CCCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1cccc(F)c1,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1O[C@@H](CNS(=O)(=O)CCC[NH+](C)C)CC[C@H]1[C@H](c1cccc(F)c1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)cc1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)cc1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH+](C)CCCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(O)cc1,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1O[C@@H](CNS(=O)(=O)CCC[NH+](C)C)CC[C@H]1[C@H](c1ccc(O)cc1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
CC(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
C[NH+](C)CCCS(=O)(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccccc1,150,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,CC(C)C1=CC=C2N[C@@H](C3=CC=CC=C3)[C@@H]3CC[C@H](CNS(=O)(=O)CCC[NH+](C)C)O[C@@H]3C2=C1
Oc1ccc([C@@H]2Nc3ccc(Br)cc3[C@H]3OCCC[C@H]32)cc1F,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1cc(F)c2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)c(F)c1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Oc1ccc([C@@H]2Nc3c(F)cc(Br)cc3[C@H]3OCCC[C@H]32)cc1F,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(O)c(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccc(O)c(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)cc(F)c1N[C@H]2c1ccc(O)c(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccc(O)c(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccc(F)c1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Fc1cccc([C@@H]2Nc3ccc(Br)cc3[C@H]3OCCC[C@H]32)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1cc(F)c2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccc(F)c1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Fc1cccc([C@@H]2Nc3c(F)cc(Br)cc3[C@H]3OCCC[C@H]32)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1cccc(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1cccc(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)cc(F)c1N[C@H]2c1cccc(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1cccc(F)c1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)cc1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Oc1ccc([C@@H]2Nc3ccc(Br)cc3[C@H]3OCCC[C@H]32)cc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1cc(F)c2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccc(O)cc1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Oc1ccc([C@@H]2Nc3c(F)cc(Br)cc3[C@H]3OCCC[C@H]32)cc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccc(O)cc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccc(O)cc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)cc(F)c1N[C@H]2c1ccc(O)cc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)cc(F)c1N[C@H]2c1ccc(O)cc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Brc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
CC(C)(C)c1cc(F)c2c(c1)[C@H]1OCCC[C@H]1[C@H](c1ccccc1)N2,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Fc1cc(Br)cc2c1N[C@@H](c1ccccc1)[C@@H]1CCCO[C@H]21,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)ccc1N[C@H]2c1ccccc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(Br)ccc1N[C@H]2c1ccccc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(C)(C)C)cc(F)c1N[C@H]2c1ccccc1,151,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,C[NH+](C)CCCC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)C1=CC(Br)=CC(F)=C1N[C@H]2C1=CC=CC=C1
Oc1ccc([C@@H]2Nc3ccc(C(F)(F)F)cc3[C@H]3OCCC[C@H]32)cc1F,152,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1O[C@@H](CN(CC[NH3+])c3ccccc3)CC[C@H]1[C@H](c1ccc(O)c(F)c1)N2,152,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1
[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)c1cc(C(F)(F)F)ccc1N[C@H]2c1ccc(O)c(F)c1)c1ccccc1,152,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1
CC(C)(C)c1ccc2c(c1)[C@H]1OCCC[C@H]1[C@H](c1cccc(F)c1)N2,152,CC(C)(C)C1=CC=C2N[C@@H](C3=CC=C(O)C(F)=C3)[C@@H]3CCCO[C@@H]3C2=C1,[NH3+]CCN(C[C@H]1CC[C@@H]2[C@H](O1)C1=CC(C(F)(F)F)=CC=C1N[C@H]2C1=CC=CC=C1)C1=CC=CC=C1
